Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Gray-headed Swamphen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watercock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White-breasted Waterhen,0.0263158,0.0727273,0.1538462,0.1052632,0.0952381,0.0625,0.075,0.0344828,0.0526316,0.0882353,0.09375,0.1578947
Ruddy-breasted Crake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0
Black-winged Stilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pied Avocet,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0172414,0.0,0.0,0.0,0.0131579
Black-bellied Plover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172414,0.0263158,0.0,0.0,0.0263158
Pacific Golden-Plover,0.0,0.0,0.0923077,0.0175439,0.0238095,0.0,0.15,0.0862069,0.0526316,0.0588235,0.03125,0.1842105
Little Ringed Plover,0.0,0.0,0.0153846,0.0,0.0,0.0,0.075,0.0689655,0.0263158,0.0,0.0,0.0789474
Gray-headed Lapwing,0.0,0.1090909,0.1538462,0.0526316,0.1666667,0.03125,0.05,0.1206897,0.0526316,0.0588235,0.0625,0.25
Red-wattled Lapwing,0.0,0.1090909,0.0769231,0.0175439,0.0714286,0.0625,0.025,0.0344828,0.0,0.0,0.03125,0.1578947
lapwing sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriental Plover,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tibetan Sand-Plover,0.0,0.0181818,0.0769231,0.0175439,0.0238095,0.0,0.125,0.0689655,0.0,0.0,0.03125,0.1052632
Greater Sand-Plover,0.0,0.0,0.0461538,0.0175439,0.047619,0.0,0.075,0.0517241,0.0,0.0,0.0,0.0394737
sand-plover sp.,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.0,0.0263158
Kentish Plover,0.0,0.0,0.1230769,0.0175439,0.0238095,0.0,0.125,0.0862069,0.0263158,0.0,0.0,0.1052632
small plover sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158
plover sp.,0.0,0.0181818,0.0307692,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
Greater Painted-Snipe,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0263158
Pheasant-tailed Jacana,0.0,0.0181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronze-winged Jacana,0.0,0.0545455,0.0307692,0.0175439,0.047619,0.0,0.075,0.0172414,0.0526316,0.0,0.0625,0.0263158
Whimbrel,0.0,0.0,0.0461538,0.0,0.0238095,0.0,0.05,0.0,0.0,0.0294118,0.0,0.0921053
Eurasian Curlew,0.0,0.0,0.0153846,0.0015,0.0238095,0.0,0.075,0.0344828,0.0,0.0588235,0.0,0.1052632
Bar-tailed Godwit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black-tailed Godwit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0263158
Pin-tailed Snipe,0.0,0.0,0.0,0.0175439,0.0,0.0,0.0,0.0517241,0.0526316,0.0,0.0,0.0263158
Common Snipe,0.0263158,0.0181818,0.0,0.0175439,0.0238095,0.0,0.0,0.0689655,0.0263158,0.0015,0.0,0.0789474
snipe sp.,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terek Sandpiper,0.0,0.0,0.0,0.0,0.0238095,0.0,0.05,0.0344828,0.0263158,0.0,0.0,0.0
Common Sandpiper,0.0,0.0545455,0.1384615,0.0350877,0.0238095,0.0625,0.15,0.1034483,0.0263158,0.0588235,0.03125,0.2631579
Green Sandpiper,0.0,0.0181818,0.0,0.0,0.047619,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0263158
Marsh Sandpiper,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0172414,0.0,0.0,0.03125,0.0263158
Wood Sandpiper,0.0,0.0,0.0153846,0.0,0.0238095,0.0,0.025,0.0689655,0.0,0.0,0.0,0.0394737
Common Redshank,0.0,0.0,0.0461538,0.0,0.0238095,0.0,0.0,0.0172414,0.0,0.0588235,0.03125,0.1184211
Spotted Redshank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common Greenshank,0.0,0.0181818,0.0307692,0.0,0.0238095,0.0,0.025,0.0517241,0.0263158,0.0294118,0.03125,0.0921053
Ruddy Turnstone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Knot,0.0,0.0,0.0,0.0175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curlew Sandpiper,0.0,0.0,0.0,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158
Temminck's Stint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0263158
Long-toed Stint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.0,0.0394737
Dunlin,0.0,0.0,0.0,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Little Stint,0.0,0.0,0.0,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158
Small Pratincole,0.0,0.0,0.0153846,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158
Oriental Pratincole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shorebird sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Black-legged Kittiwake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black-headed Gull,0.0,0.0,0.0,0.0,0.0,0.03125,0.15,0.0344828,0.0526316,0.0588235,0.0625,0.0394737
Brown-headed Gull,0.0263158,0.0,0.0,0.0175439,0.0238095,0.0,0.175,0.0689655,0.1052632,0.0588235,0.0,0.0657895
Pallas's Gull,0.0,0.0,0.0461538,0.0350877,0.0238095,0.0,0.1,0.0172414,0.0263158,0.0,0.0,0.0789474
Lesser Black-backed Gull,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0131579
gull sp.,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0294118,0.0,0.0
Sooty Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158
Gull-billed Tern,0.0,0.0181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Caspian Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whiskered Tern,0.0,0.0545455,0.0,0.0350877,0.0238095,0.0,0.05,0.0172414,0.0263158,0.0294118,0.03125,0.0263158
White-winged Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
Great Crested Tern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tern sp.,0.0,0.0181818,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Great Crested Grebe,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
Wilson's Storm-Petrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asian Openbill,0.0,0.0363636,0.0,0.0350877,0.0,0.0,0.0,0.0344828,0.0,0.0588235,0.0,0.0394737
Lesser Adjutant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesser/Greater Adjutant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Painted Stork,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0015,0.0
Red-footed Booby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriental Darter,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.03125,0.0
Little Cormorant,0.5526316,0.5454545,0.3384615,0.4561404,0.4761905,0.46875,0.375,0.4482759,0.4210526,0.2941176,0.65625,0.5131579
Great Cormorant,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
Glossy Ibis,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0172414,0.0,0.0294118,0.0,0.0
Black-headed Ibis,0.0263158,0.0545455,0.0923077,0.0701754,0.047619,0.03125,0.05,0.0689655,0.0263158,0.0882353,0.03125,0.2368421
Red-naped Ibis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cinnamon Bittern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294118,0.03125,0.0
Yellow Bittern,0.0263158,0.0181818,0.0307692,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Black-crowned Night Heron,0.0,0.0545455,0.0153846,0.0175439,0.0015,0.0,0.05,0.0517241,0.0263158,0.0,0.0,0.0131579
Little Egret,0.0789474,0.2,0.3076923,0.122807,0.2380952,0.0625,0.25,0.2241379,0.1315789,0.1764706,0.1875,0.3026316
Striated Heron,0.0263158,0.0181818,0.0153846,0.0175439,0.0238095,0.0,0.05,0.0172414,0.0,0.0294118,0.0,0.0
Indian Pond-Heron,0.2368421,0.4181818,0.3230769,0.3157895,0.2857143,0.21875,0.3,0.2931034,0.1842105,0.2941176,0.3125,0.3552632
pond-heron sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0
Eastern Cattle-Egret,0.2631579,0.4909091,0.3076923,0.5438596,0.5238095,0.5,0.525,0.5517241,0.5526316,0.3235294,0.46875,0.4342105
Great Egret,0.0789474,0.1818182,0.1846154,0.0877193,0.1666667,0.03125,0.125,0.2241379,0.1578947,0.2058824,0.125,0.1973684
Medium Egret,0.0,0.0545455,0.1076923,0.0,0.0714286,0.0,0.025,0.0344828,0.0263158,0.0588235,0.0,0.1842105
Gray Heron,0.0,0.0363636,0.0307692,0.0175439,0.0238095,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0657895
Purple Heron,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0263158
white egret sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Osprey,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
Black-winged Kite,0.0,0.0363636,0.0307692,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0294118,0.0,0.0131579
Oriental Honey-buzzard,0.0,0.0,0.0,0.0350877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crested Serpent-Eagle,0.0263158,0.0363636,0.0769231,0.0350877,0.047619,0.0,0.05,0.0344828,0.0,0.0294118,0.03125,0.0789474
Short-toed Snake-Eagle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Changeable Hawk-Eagle,0.0526316,0.0181818,0.0461538,0.0175439,0.0714286,0.03125,0.025,0.0517241,0.0,0.0588235,0.0,0.0657895
Indian Spotted Eagle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Greater Spotted Eagle,0.0,0.0181818,0.0153846,0.0,0.0,0.0,0.025,0.0344828,0.0,0.0,0.03125,0.0
Booted Eagle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steppe Eagle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Aquila sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shikra,0.0,0.0,0.0,0.0015,0.0,0.0,0.075,0.0344828,0.0,0.0,0.0,0.0131579
Western Marsh Harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Marsh Harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pied Harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0
harrier sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0131579
Black Kite,0.1842105,0.3090909,0.1692308,0.2105263,0.2142857,0.25,0.25,0.1896552,0.2368421,0.2352941,0.3125,0.2105263
Brahminy Kite,0.0526316,0.1454545,0.1384615,0.0701754,0.1190476,0.15625,0.2,0.0344828,0.0789474,0.1470588,0.0,0.1315789
White-bellied Sea-Eagle,0.0,0.0,0.0,0.0015,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Gray-headed Fish-Eagle,0.0263158,0.0727273,0.0769231,0.0526316,0.1190476,0.03125,0.0,0.0344828,0.0,0.0294118,0.0,0.0
Eastern Buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buteo/eagle sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eagle sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Barn Owl,0.0015,0.0,0.0307692,0.0015,0.0015,0.0,0.0015,0.0172414,0.0,0.0,0.0015,0.0
Collared Scops-Owl,0.0015,0.0015,0.0153846,0.0175439,0.047619,0.03125,0.0015,0.0015,0.0263158,0.0015,0.0015,0.0015
Oriental Scops-Owl,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0294118,0.0,0.0
Brown Fish-Owl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotted Owlet,0.0,0.0181818,0.0153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-eared Owl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown Boobook,0.0,0.0363636,0.0,0.0,0.0238095,0.0015,0.0,0.0015,0.0015,0.0015,0.0015,0.0131579
Eurasian Hoopoe,0.0,0.0181818,0.0461538,0.0350877,0.0238095,0.0,0.05,0.0172414,0.0,0.0294118,0.0,0.0
Asian Green Bee-eater,0.0263158,0.1636364,0.2769231,0.122807,0.2142857,0.0625,0.2,0.1034483,0.0789474,0.1470588,0.09375,0.1842105
Blue-tailed Bee-eater,0.0,0.0363636,0.0,0.0175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chestnut-headed Bee-eater,0.0,0.0,0.0153846,0.0,0.0,0.0,0.025,0.0,0.0263158,0.0,0.0,0.0
bee-eater sp.,0.0,0.0,0.0153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common Kingfisher,0.5,0.4181818,0.3846154,0.3508772,0.3809524,0.34375,0.3,0.3103448,0.1842105,0.2941176,0.375,0.4078947
Blue-eared Kingfisher,0.0526316,0.0909091,0.0769231,0.0350877,0.1190476,0.0,0.1,0.0517241,0.0263158,0.0015,0.0,0.0131579
Brown-winged Kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0172414,0.0,0.0294118,0.03125,0.0131579
Stork-billed Kingfisher,0.0526316,0.2,0.1230769,0.1578947,0.0714286,0.125,0.175,0.0172414,0.0263158,0.0882353,0.0015,0.0394737
Ruddy Kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
White-throated Kingfisher,0.1315789,0.3636364,0.3076923,0.2982456,0.2857143,0.09375,0.125,0.2758621,0.2368421,0.1764706,0.25,0.3684211
Black-capped Kingfisher,0.0,0.0,0.0153846,0.0350877,0.0,0.0,0.05,0.0689655,0.0,0.0,0.0,0.0526316
Collared Kingfisher,0.0,0.0545455,0.1538462,0.1052632,0.0714286,0.03125,0.125,0.137931,0.0526316,0.0588235,0.03125,0.1973684
Pied Kingfisher,0.0263158,0.0,0.0153846,0.0,0.0238095,0.03125,0.05,0.0,0.0263158,0.0,0.03125,0.0921053
Indian x Indochinese Roller (hybrid),0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
Coppersmith Barbet,0.0,0.0363636,0.0153846,0.0526316,0.0238095,0.0625,0.0,0.0172414,0.0263158,0.0588235,0.0,0.0526316
Blue-eared Barbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lineated Barbet,0.0263158,0.0,0.0307692,0.0350877,0.0,0.0,0.025,0.0172414,0.0,0.0294118,0.0,0.0
Blue-throated Barbet,0.1315789,0.2181818,0.2307692,0.2280702,0.2380952,0.1875,0.1,0.2413793,0.1578947,0.0588235,0.125,0.1842105
Eurasian Wryneck,0.0263158,0.0545455,0.0153846,0.0175439,0.0238095,0.03125,0.025,0.0,0.0,0.0,0.0,0.0131579
Speckled Piculet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294118,0.0,0.0
Gray-capped Pygmy Woodpecker,0.0,0.0,0.0,0.0175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Fulvous-breasted Woodpecker,0.1315789,0.0909091,0.1538462,0.1929825,0.2142857,0.09375,0.075,0.2068966,0.0789474,0.1176471,0.0625,0.0657895
Greater Flameback,0.0,0.0181818,0.0923077,0.0175439,0.0238095,0.0,0.0,0.0,0.0,0.0294118,0.0,0.0
Rufous Woodpecker,0.0,0.0363636,0.0153846,0.0175439,0.0,0.0,0.0,0.0172414,0.0,0.0294118,0.0,0.0
Common Flameback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294118,0.0,0.0
Black-rumped Flameback,0.2105263,0.3090909,0.3076923,0.3508772,0.3333333,0.28125,0.35,0.2413793,0.3157895,0.2352941,0.1875,0.2368421
Streak-throated Woodpecker,0.0263158,0.1454545,0.0923077,0.0350877,0.0714286,0.0625,0.025,0.0344828,0.0526316,0.0294118,0.0,0.0263158
Streak-breasted Woodpecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eurasian Kestrel,0.0,0.0,0.0,0.0,0.0238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red-necked Falcon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0
Amur Falcon,0.0,0.0,0.0,0.0,0.0,0.03125,0.075,0.0517241,0.0,0.0,0.0,0.0
Eurasian Hobby,0.0,0.0,0.0153846,0.0,0.0238095,0.0,0.0,0.0172414,0.0,0.0,0.0,0.0
Peregrine Falcon,0.0,0.0,0.0,0.0015,0.0,0.0,0.05,0.0517241,0.0,0.0,0.0,0.0131579
falcon sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diurnal raptor sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandrine Parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rose-ringed Parakeet,0.0789474,0.2545455,0.2307692,0.122807,0.2142857,0.15625,0.2,0.1724138,0.0526316,0.2058824,0.15625,0.1973684
Plum-headed Parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131579
Red-breasted Parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet sp.,0.0,0.0,0.0,0.0,0.0238095,0.0,0.0,0.0015,0.0,0.0,0.0,0.0
Indian Pitta,0.0,0.0,0.0153846,0.0175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Minivet,0.0,0.0727273,0.1384615,0.0877193,0.0714286,0.0625,0.075,0.0517241,0.0263158,0.0588235,0.03125,0.0789474
Scarlet Minivet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown-rumped Minivet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosy Minivet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294118,0.0,0.0
minivet sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriental Cuckooshrike,0.0,0.0,0.0307692,0.0175439,0.0238095,0.0,0.025,0.0,0.0263158,0.0294118,0.0,0.0
